,category,content
533,sci_tech,"a solitary man trudges through a palm-lined corn field in the cuban countryside, pulling behind him a rickety contraption that president raul castro would love.
"
534,sci_tech,"a new patent application filed by apple indicates that it could add a secondary display to the edge of the iphone, enabling more controls and feedback within applications.
"
535,sci_tech,"if you're in need of b-roll for your next youtube opus, you're in luck.
"
536,sci_tech,"why every musician and listener who uses a computer owes a debt to max mathews.
"
537,sci_tech,"when the original version of the ipad went on sale in april, apple said it sold more than 300,000 in the first day.
"
538,sci_tech,"the 3ds is fun, addictive and pricey at $250. its portable predecessors, the nintendo ds family, cost $130 to $170.
"
539,sci_tech,"intel unveiled a new category of laptops that it says will include the best features of tablets as the world's top chipmaker struggles to find its footing in the exploding market for mobile gadgets.
"
540,sci_tech,"in ea sports' ""fight night champion,"" the game maker wanted to create the most authentic  yet fast and fun  boxing simulation to date.
"
541,sport,"the decision means a ruling could be made nearly two months before the regular season begins, time for the sides to work out a deal without delaying the season.
"
542,sport,"though jack warner's threatened soccer ""tsunami"" remains stuck in the doldrums, the corruption storm raging around fifa shows no sign of abating after another extraordinary week for the game's governing body.
"
543,sport,"mohamed bin hammam received a boost to his campaign to become fifa president when he was backed by his former foe and ex-fifa executive committee member chung mong-joon tuesday.
"
544,sport,"britain's rory mcilroy was clinging to a one-shot lead midway through the third round at the masters on saturday as the challengers started to make their move.
"
545,sport,"kim yu-na, the olympic champion in vancouver in 2010, was not quite regal in moscow on friday, yet she still led the short program.
"
546,sport,"ryan kesler broke a tie with a power-play goal at 7:28 of the third period, and the vancouver canucks beat the nashville predators 4-2 on thursday ...
"
547,sport,"in announcing monday that marv albert will call nfl games for his network, cbs sports chairman sean mcmanus noted the albert's ""remarkable longevity."" ...
"
548,sport,"with the best-of-seven eastern conference finals tied 3-3, the boston bruins will host the tampa bay lightning in game 7 friday (8 p.m. et,  ...
"
549,sport,"derrick rose hit three straight shots in the final two minutes, rallying the chicago bulls to a 95-87 victory over the milwaukee bucks on saturday ...
"
550,sport,"africa has a record entry for the 2014 world cup finals and the qualification process will begin before the end of the year, the confederation of african football said on tuesday.
"
551,sport,"mohamed bin hammam of qatar withdrew his candidacy for the post of fifa president on saturday, one day before he is due to face an ethics committee hearing into bribery allegations.
"
552,sport,"a look at the nba finals game 5 matchup between the miami heat and dallas mavericks, thursday in dallas (9 p.m. et).
"
553,sport,"the thoroughbred retirement foundation was completing its review, saying that dr. stacey huntington's evaluation of the horses previously under its care was incomplete.
"
554,sport,"the houston astros owner drayton mclane announced monday that he has agreed to sell the team he has owned for 19 years to a group led by the local businessman jim crane.
"
555,sport,"the mets' owners are also telling potential bidders they might sell a portion of sny, their cable network, but that such a negotiation would take place separately.
"
556,sport,"will venable scored the go-ahead run on a wild pitch by reliever matt guerrier with two outs in the eighth inning, and the san diego padres got ...
"
557,sport,"indycar is the land of opportunity for the world's top women race car drivers who will try to turn sunday's 100th indianapolis 500 into ladies day at the famed brickyard.
"
558,sport,"japan's miki ando upstaged olympic champion kim yuna to strike gold at the world figure skating championships on saturday and hoped she had lifted the spirits of her devastated nation.
"
559,sport,"world heavyweight champion vladimir klitschko is confident he can unleash his 50th career knockout punch against wba champion briton david haye in july.
"
560,sport,"danny granger's jumper with 0.3 seconds left gave the indiana pacers a 119-117 victory over the new york knicks on tuesday night.
"
561,sport,"providence has hired former fairfield coach ed cooley to replace the fired keno davis.
"
562,sport,"the miami heat have had ample opportunity to watch and re-watch and re-watch to their collapse against dallas mavericks. how many times has heat ...
"
563,sport,"the london 2012 olympics has unwittingly acquired its first iconic image after unveiling an olympic torch design which looks like a huge cheesegrater on wednesday.
"
564,sport,"lucas glover beat jonathan byrd for his first win since the 2009 united states open.
"
565,sport,"barry bonds was convicted of obstructing justice after a trial over whether he lied about taking steroids. but the jury failed to reach a verdict on other counts.
"
